91,175,-0.001,-0.0003,100.0,518.67,643.27,1594.14,1417.39,14.62,21.61,552.09,2388.15,9049.26,1.3,47.73,520.98,2388.17,8132.08,8.4422,0.03,393,2388,100.0,38.88,23.1573
91,176,0.0024,0.0002,100.0,518.67,642.89,1588.15,1425.03,14.62,21.61,552.38,2388.17,9048.67,1.3,47.63,520.36,2388.18,8122.42,8.4588,0.03,394,2388,100.0,38.63,23.1916
91,177,0.002,-0.0001,100.0,518.67,643.2,1592.65,1414.81,14.62,21.61,552.13,2388.19,9052.8,1.3,47.74,520.88,2388.15,8129.11,8.4499,0.03,395,2388,100.0,38.63,23.1255
91,178,0.0007,-0.0003,100.0,518.67,643.32,1590.01,1411.24,14.62,21.61,552.69,2388.1,9050.25,1.3,47.86,520.68,2388.14,8127.26,8.4357,0.03,394,2388,100.0,38.7,23.2764
91,179,0.0027,-0.0002,100.0,518.67,643.04,1591.46,1413.52,14.62,21.61,552.66,2388.21,9040.57,1.3,47.85,520.9,2388.19,8129.47,8.4916,0.03,394,2388,100.0,38.56,23.1272
91,180,-0.0012,-0.0002,100.0,518.67,642.88,1592.92,1409.16,14.62,21.61,552.55,2388.22,9061.69,1.3,47.74,521.09,2388.18,8119.89,8.5043,0.03,394,2388,100.0,38.53,23.0951
91,181,-0.0034,-0.0005,100.0,518.67,643.07,1589.29,1415.3,14.62,21.61,552.54,2388.21,9053.12,1.3,47.74,520.3,2388.16,8132.13,8.4868,0.03,393,2388,100.0,38.66,23.1247
91,182,0.0012,0.0002,100.0,518.67,642.12,1588.51,1420.48,14.62,21.61,552.74,2388.18,9052.79,1.3,47.79,520.85,2388.15,8126.49,8.4755,0.03,394,2388,100.0,38.59,23.1777
91,183,0.0009,0.0005,100.0,518.67,643.11,1602.27,1417.99,14.62,21.61,552.84,2388.13,9043.43,1.3,47.66,520.61,2388.15,8124.18,8.4975,0.03,393,2388,100.0,38.69,23.1262
91,184,0.0001,-0.0002,100.0,518.67,642.86,1592.47,1410.56,14.62,21.61,553.71,2388.16,9044.29,1.3,47.63,520.93,2388.23,8129.32,8.4726,0.03,394,2388,100.0,38.84,23.3124
91,185,0.0001,-0.0,100.0,518.67,642.77,1593.25,1419.26,14.62,21.61,553.09,2388.14,9051.6,1.3,47.66,520.6,2388.16,8134.7,8.4447,0.03,394,2388,100.0,38.79,23.1252
91,186,0.0015,0.0001,100.0,518.67,642.88,1590.09,1414.16,14.62,21.61,552.84,2388.19,9043.72,1.3,47.8,520.85,2388.17,8126.02,8.4665,0.03,396,2388,100.0,38.57,23.2264
91,187,0.0024,0.0002,100.0,518.67,643.17,1593.96,1418.86,14.62,21.61,552.53,2388.19,9049.19,1.3,47.74,520.7,2388.16,8126.22,8.4743,0.03,395,2388,100.0,38.62,23.2165
