91,1,0.0019,-0.0004,100.0,518.67,642.9,1591.39,1403.1,14.62,21.61,553.3,2388.12,9053.39,1.3,47.51,520.91,2388.15,8133.2,8.4285,0.03,392,2388,100.0,38.73,23.2484
91,2,0.0056,0.0003,100.0,518.67,642.7,1588.71,1403.9,14.62,21.61,552.79,2388.15,9039.31,1.3,47.6,521.3,2388.14,8131.52,8.4654,0.03,393,2388,100.0,38.75,23.255
91,3,-0.002,0.0001,100.0,518.67,642.66,1587.92,1409.22,14.62,21.61,553.5,2388.09,9047.47,1.3,47.44,521.61,2388.12,8129.36,8.4315,0.03,395,2388,100.0,39.12,23.3092
91,4,-0.0001,-0.0001,100.0,518.67,642.94,1590.4,1412.54,14.62,21.61,553.69,2388.13,9048.13,1.3,47.47,521.64,2388.06,8130.03,8.4418,0.03,393,2388,100.0,38.83,23.1862
91,5,0.0029,-0.0003,100.0,518.67,642.39,1595.41,1401.22,14.62,21.61,552.76,2388.11,9040.81,1.3,47.75,521.09,2388.13,8128.49,8.4508,0.03,393,2388,100.0,38.72,23.3402
91,6,-0.0013,-0.0001,100.0,518.67,642.88,1587.83,1400.94,14.62,21.61,553.35,2388.12,9048.73,1.3,47.63,521.81,2388.13,8132.25,8.416,0.03,393,2388,100.0,38.87,23.2693
91,7,-0.0032,0.0004,100.0,518.67,642.66,1586.44,1406.48,14.62,21.61,553.41,2388.12,9052.03,1.3,47.52,521.1,2388.05,8126.88,8.4535,0.03,393,2388,100.0,38.93,23.3371
91,8,-0.001,-0.0001,100.0,518.67,642.78,1590.5,1410.26,14.62,21.61,553.41,2388.14,9051.79,1.3,47.32,521.72,2388.13,8126.36,8.4698,0.03,394,2388,100.0,38.79,23.2968
91,9,0.0019,-0.0003,100.0,518.67,642.22,1583.15,1408.55,14.62,21.61,552.7,2388.12,9044.83,1.3,47.38,521.26,2388.12,8130.72,8.4373,0.03,395,2388,100.0,38.94,23.3203
91,10,-0.0008,-0.0001,100.0,518.67,642.44,1589.54,1405.69,14.62,21.61,553.82,2388.11,9056.85,1.3,47.71,521.37,2388.14,8126.11,8.4496,0.03,394,2388,100.0,38.8,23.321
91,11,-0.001,-0.0002,100.0,518.67,642.57,1585.97,1412.9,14.62,21.61,552.95,2388.17,9046.35,1.3,47.58,521.43,2388.14,8130.69,8.4618,0.03,393,2388,100.0,38.92,23.2545
91,12,0.0001,0.0002,100.0,518.67,642.68,1588.56,1413.42,14.62,21.61,553.65,2388.1,9045.23,1.3,47.68,522.32,2388.07,8130.28,8.4207,0.03,394,2388,100.0,38.86,23.2743
91,13,0.0015,0.0001,100.0,518.67,642.31,1586.62,1405.4,14.62,21.61,553.63,2388.11,9052.41,1.3,47.58,521.58,2388.12,8130.5,8.4465,0.03,393,2388,100.0,38.79,23.2915
91,14,-0.002,-0.0002,100.0,518.67,643.07,1591.23,1411.86,14.62,21.61,553.72,2388.11,9053.54,1.3,47.55,521.61,2388.06,8128.67,8.4248,0.03,391,2388,100.0,38.73,23.2526
91,15,0.0022,0.0003,100.0,518.67,642.53,1583.28,1407.73,14.62,21.61,552.65,2388.1,9049.98,1.3,47.6,521.38,2388.1,8131.03,8.4472,0.03,395,2388,100.0,38.8,23.225
91,16,-0.0018,0.0002,100.0,518.67,642.35,1592.56,1401.57,14.62,21.61,553.35,2388.12,9049.89,1.3,47.57,521.68,2388.1,8124.11,8.4377,0.03,394,2388,100.0,38.56,23.3141
91,17,-0.0018,-0.0004,100.0,518.67,642.84,1594.43,1408.58,14.62,21.61,553.16,2388.12,9050.74,1.3,47.83,521.01,2388.11,8128.46,8.471,0.03,394,2388,100.0,38.87,23.3524
